repo,sha,message,url,func_changes
apache/airflow,4eb776ae19e90ca8aa2c3be890766ec880d925b4,Ensure Edge Plugin for API endpoint is only loaded on API-Server and AF2 Webserver (#52952),https://github.com/apache/airflow/commit/4eb776ae19e90ca8aa2c3be890766ec880d925b4,3
apache/airflow,00f40787cb064c644fc19cfae858daa21eed6491,[v3-0-test] fix: Make ``task_success_overtime`` configurable (#53342) (#53351),https://github.com/apache/airflow/commit/00f40787cb064c644fc19cfae858daa21eed6491,0
apache/airflow,00c2359a18b5b21274e185da5ac040ba05ed79f8,Add AwaitMessageTrigger for Redis PubSub (#52917),https://github.com/apache/airflow/commit/00c2359a18b5b21274e185da5ac040ba05ed79f8,0
apache/airflow,52f3a444b1660ab8d2f4534ebcc21f4148f9198a,Fix KEDA Query to Use executor Field Instead of queue for Multiple Executors (#52840),https://github.com/apache/airflow/commit/52f3a444b1660ab8d2f4534ebcc21f4148f9198a,0
apache/airflow,385df4827dbf4caaa24d00a7034a4018df088f66,bug fix - evicted pod not inclued in creating pod (#53059),https://github.com/apache/airflow/commit/385df4827dbf4caaa24d00a7034a4018df088f66,0
apache/airflow,72cfa64ebd4ade3e27eb5803695b17c453e020ac,fix: always create GitHook even when `repo_url` is provided (#52897),https://github.com/apache/airflow/commit/72cfa64ebd4ade3e27eb5803695b17c453e020ac,0
apache/airflow,bf5fd5ff69851db394e50a10e825a744487c0779,"Update dag bundles docs; add s3, fix git classpath (#53473)",https://github.com/apache/airflow/commit/bf5fd5ff69851db394e50a10e825a744487c0779,0
apache/airflow,61ec92f4d224c590f9bd7c07329d33cbb2abe799,Prepare release for Standard Provider 1.4.1,https://github.com/apache/airflow/commit/61ec92f4d224c590f9bd7c07329d33cbb2abe799,0
apache/airflow,50b3c3301b107691eed9cf26aef5a9d86e35b695,Fix sensor skipping in Airflow 3.x branching operators (#53455),https://github.com/apache/airflow/commit/50b3c3301b107691eed9cf26aef5a9d86e35b695,0
apache/airflow,fc5410c27d9c5979d46b1c0d13a364096bbc00ab,Fix sensor skipping in Airflow 3.x branching operators (#53455),https://github.com/apache/airflow/commit/fc5410c27d9c5979d46b1c0d13a364096bbc00ab,0
apache/airflow,df5c949db5209e3e0b27af537b2ca53c7aefde64,Fix broken link in advanced logging config docs (#53460),https://github.com/apache/airflow/commit/df5c949db5209e3e0b27af537b2ca53c7aefde64,0
apache/airflow,46cccf9278a37c8c087500572e89cacb3d12bbc9,Fix EMR operator parameter documentation and naming (#53446),https://github.com/apache/airflow/commit/46cccf9278a37c8c087500572e89cacb3d12bbc9,0
apache/airflow,a751d64bf24c50b98f918a257b66b2aa474c16e2,Fix unreachable code mypy warnings in sqlite provider (#53433),https://github.com/apache/airflow/commit/a751d64bf24c50b98f918a257b66b2aa474c16e2,0
apache/airflow,602d0dee5adf1566e25560f0e24d95146fe599f8,Fix FAB provider in unreachable code (#53436),https://github.com/apache/airflow/commit/602d0dee5adf1566e25560f0e24d95146fe599f8,0
apache/airflow,4cdb058ad76fcb4d27cfdc5c65292f1a02ffbb09,[v3-0-test] Fixing uv upgrade failures on main (#53406) (#53451),https://github.com/apache/airflow/commit/4cdb058ad76fcb4d27cfdc5c65292f1a02ffbb09,0
apache/airflow,ebf3fba15b2f4d2126049aac7357a3456675d1c8,fix: Adjust emits_ol_events to account for inlets check since AF3.0.2 (#53449),https://github.com/apache/airflow/commit/ebf3fba15b2f4d2126049aac7357a3456675d1c8,0
apache/airflow,dc63c2560eec4344a28647373deb4aaac1ce4ee5,Add type ignore unreachable for get_autocommit in jdbc provider (#53434),https://github.com/apache/airflow/commit/dc63c2560eec4344a28647373deb4aaac1ce4ee5,0
apache/airflow,d8e6f4bb7560aa01443d338aa77317bf27ac90bd,feat(airflowctl): Include Airflow CLI Output Structure and Integrate (#53424),https://github.com/apache/airflow/commit/d8e6f4bb7560aa01443d338aa77317bf27ac90bd,9
